content_id,course_id,content_title,duration_seconds,sequence
CONT00427,C048,Cloud Computing — Lecture 8: Exercise,3062,8
CONT00428,C048,Cloud Computing — Lecture 9: Overview,2255,9
CONT00429,C049,Web Development — Lecture 1: Summary,668,1
CONT00430,C049,Web Development — Lecture 2: Examples,3342,2
CONT00431,C049,Web Development — Lecture 3: Exercise,384,3
CONT00432,C049,Web Development — Lecture 4: Overview,1656,4
CONT00433,C049,Web Development — Lecture 5: Exercise,1597,5
CONT00434,C049,Web Development — Lecture 6: Overview,3439,6
CONT00435,C049,Web Development — Lecture 7: Exercise,2307,7
CONT00436,C049,Web Development — Lecture 8: Exercise,824,8
CONT00437,C049,Web Development — Lecture 9: Exercise,3469,9
CONT00438,C049,Web Development — Lecture 10: Overview,553,10
CONT00439,C050,Artificial Intelligence — Lecture 1: Summary,2369,1
CONT00440,C050,Artificial Intelligence — Lecture 2: Examples,3422,2
CONT00441,C050,Artificial Intelligence — Lecture 3: Examples,1148,3
CONT00442,C050,Artificial Intelligence — Lecture 4: Deep Dive,3281,4
CONT00443,C050,Artificial Intelligence — Lecture 5: Exercise,2711,5
CONT00444,C050,Artificial Intelligence — Lecture 6: Case Study,584,6
CONT00445,C050,Artificial Intelligence — Lecture 7: Overview,2623,7
CONT00446,C050,Artificial Intelligence — Lecture 8: Summary,2602,8
CONT00447,C051,Marketing 101 — Lecture 1: Case Study,646,1
CONT00448,C051,Marketing 101 — Lecture 2: Deep Dive,2732,2
CONT00449,C051,Marketing 101 — Lecture 3: Examples,303,3
CONT00450,C051,Marketing 101 — Lecture 4: Case Study,1423,4
CONT00451,C051,Marketing 101 — Lecture 5: Deep Dive,1000,5
CONT00452,C051,Marketing 101 — Lecture 6: Overview,2739,6
CONT00453,C051,Marketing 101 — Lecture 7: Overview,3312,7
CONT00454,C052,Databases — Lecture 1: Case Study,1267,1
CONT00455,C052,Databases — Lecture 2: Summary,1259,2
CONT00456,C052,Databases — Lecture 3: Case Study,2810,3
CONT00457,C052,Databases — Lecture 4: Overview,1279,4
CONT00458,C052,Databases — Lecture 5: Summary,2253,5
CONT00459,C052,Databases — Lecture 6: Case Study,526,6
CONT00460,C052,Databases — Lecture 7: Exercise,1721,7
CONT00461,C052,Databases — Lecture 8: Deep Dive,2360,8
CONT00462,C052,Databases — Lecture 9: Summary,1377,9
CONT00463,C052,Databases — Lecture 10: Examples,2003,10
CONT00464,C052,Databases — Lecture 11: Deep Dive,2494,11
CONT00465,C052,Databases — Lecture 12: Case Study,3300,12
CONT00466,C053,Calculus II — Lecture 1: Overview,809,1
CONT00467,C053,Calculus II — Lecture 2: Deep Dive,1117,2
CONT00468,C053,Calculus II — Lecture 3: Summary,1556,3
CONT00469,C053,Calculus II — Lecture 4: Overview,2081,4
CONT00470,C053,Calculus II — Lecture 5: Overview,1384,5
CONT00471,C053,Calculus II — Lecture 6: Examples,3599,6
CONT00472,C053,Calculus II — Lecture 7: Deep Dive,3136,7
CONT00473,C053,Calculus II — Lecture 8: Summary,1864,8
CONT00474,C053,Calculus II — Lecture 9: Exercise,1936,9
CONT00475,C053,Calculus II — Lecture 10: Examples,3515,10
CONT00476,C053,Calculus II — Lecture 11: Deep Dive,2413,11
CONT00477,C054,Game Design — Lecture 1: Deep Dive,360,1
CONT00478,C054,Game Design — Lecture 2: Overview,509,2
CONT00479,C054,Game Design — Lecture 3: Summary,3458,3
CONT00480,C054,Game Design — Lecture 4: Case Study,1866,4
CONT00481,C054,Game Design — Lecture 5: Summary,2126,5
CONT00482,C054,Game Design — Lecture 6: Exercise,3338,6
CONT00483,C054,Game Design — Lecture 7: Deep Dive,1656,7
CONT00484,C054,Game Design — Lecture 8: Examples,441,8
CONT00485,C054,Game Design — Lecture 9: Summary,2386,9
CONT00486,C054,Game Design — Lecture 10: Deep Dive,3138,10
CONT00487,C054,Game Design — Lecture 11: Case Study,2645,11
CONT00488,C054,Game Design — Lecture 12: Overview,1991,12
CONT00489,C055,Financial Accounting — Lecture 1: Overview,352,1
CONT00490,C055,Financial Accounting — Lecture 2: Exercise,1300,2
CONT00491,C055,Financial Accounting — Lecture 3: Overview,2440,3
CONT00492,C055,Financial Accounting — Lecture 4: Overview,2540,4
CONT00493,C055,Financial Accounting — Lecture 5: Exercise,597,5
CONT00494,C055,Financial Accounting — Lecture 6: Exercise,1552,6
CONT00495,C055,Financial Accounting — Lecture 7: Summary,2880,7
CONT00496,C055,Financial Accounting — Lecture 8: Summary,2076,8
CONT00497,C055,Financial Accounting — Lecture 9: Overview,977,9
CONT00498,C056,Photography — Lecture 1: Overview,1327,1
CONT00499,C056,Photography — Lecture 2: Case Study,2615,2
CONT00500,C056,Photography — Lecture 3: Case Study,384,3
CONT00501,C056,Photography — Lecture 4: Exercise,2850,4
CONT00502,C056,Photography — Lecture 5: Overview,1419,5
CONT00503,C056,Photography — Lecture 6: Examples,1337,6
CONT00504,C056,Photography — Lecture 7: Exercise,1884,7
CONT00505,C056,Photography — Lecture 8: Examples,2377,8
CONT00506,C056,Photography — Lecture 9: Case Study,783,9
CONT00507,C056,Photography — Lecture 10: Summary,1583,10
CONT00508,C057,Cell Biology — Lecture 1: Case Study,3114,1
CONT00509,C057,Cell Biology — Lecture 2: Deep Dive,1573,2
CONT00510,C057,Cell Biology — Lecture 3: Exercise,1591,3
CONT00511,C057,Cell Biology — Lecture 4: Deep Dive,901,4
CONT00512,C057,Cell Biology — Lecture 5: Deep Dive,543,5
CONT00513,C057,Cell Biology — Lecture 6: Summary,2549,6
CONT00514,C057,Cell Biology — Lecture 7: Deep Dive,2125,7
CONT00515,C057,Cell Biology — Lecture 8: Summary,2116,8
CONT00516,C057,Cell Biology — Lecture 9: Deep Dive,1016,9
CONT00517,C057,Cell Biology — Lecture 10: Summary,1127,10
CONT00518,C057,Cell Biology — Lecture 11: Case Study,1197,11
CONT00519,C057,Cell Biology — Lecture 12: Overview,3021,12
CONT00520,C058,Calculus I — Lecture 1: Exercise,1146,1
CONT00521,C058,Calculus I — Lecture 2: Examples,468,2
CONT00522,C058,Calculus I — Lecture 3: Deep Dive,800,3
CONT00523,C058,Calculus I — Lecture 4: Summary,2489,4
CONT00524,C058,Calculus I — Lecture 5: Exercise,2191,5
CONT00525,C058,Calculus I — Lecture 6: Deep Dive,1927,6
CONT00526,C058,Calculus I — Lecture 7: Case Study,539,7
CONT00527,C058,Calculus I — Lecture 8: Overview,3425,8
CONT00528,C058,Calculus I — Lecture 9: Exercise,2185,9
CONT00529,C058,Calculus I — Lecture 10: Deep Dive,3342,10
CONT00530,C058,Calculus I — Lecture 11: Overview,1275,11
CONT00531,C059,Data Structures — Lecture 1: Case Study,2472,1
CONT00532,C059,Data Structures — Lecture 2: Summary,304,2
CONT00533,C059,Data Structures — Lecture 3: Case Study,3179,3
CONT00534,C059,Data Structures — Lecture 4: Summary,458,4
CONT00535,C059,Data Structures — Lecture 5: Case Study,3563,5
CONT00536,C059,Data Structures — Lecture 6: Deep Dive,2279,6
CONT00537,C059,Data Structures — Lecture 7: Overview,2106,7
CONT00538,C059,Data Structures — Lecture 8: Exercise,1084,8
CONT00539,C059,Data Structures — Lecture 9: Deep Dive,2496,9
CONT00540,C060,Cloud Computing — Lecture 1: Summary,1287,1
CONT00541,C060,Cloud Computing — Lecture 2: Exercise,1929,2
CONT00542,C060,Cloud Computing — Lecture 3: Exercise,2783,3
CONT00543,C060,Cloud Computing — Lecture 4: Summary,2068,4
CONT00544,C060,Cloud Computing — Lecture 5: Overview,2534,5
CONT00545,C060,Cloud Computing — Lecture 6: Case Study,1215,6
CONT00546,C060,Cloud Computing — Lecture 7: Overview,760,7
CONT00547,C060,Cloud Computing — Lecture 8: Examples,3578,8
CONT00548,C060,Cloud Computing — Lecture 9: Deep Dive,342,9
CONT00549,C060,Cloud Computing — Lecture 10: Overview,437,10
CONT00550,C060,Cloud Computing — Lecture 11: Summary,3391,11
CONT00551,C061,Digital Marketing — Lecture 1: Overview,1725,1
CONT00552,C061,Digital Marketing — Lecture 2: Overview,962,2
CONT00553,C061,Digital Marketing — Lecture 3: Overview,2015,3
CONT00554,C061,Digital Marketing — Lecture 4: Examples,3483,4
CONT00555,C061,Digital Marketing — Lecture 5: Case Study,1782,5
CONT00556,C061,Digital Marketing — Lecture 6: Case Study,928,6
CONT00557,C061,Digital Marketing — Lecture 7: Examples,2729,7
CONT00558,C061,Digital Marketing — Lecture 8: Deep Dive,3593,8
CONT00559,C061,Digital Marketing — Lecture 9: Examples,930,9
CONT00560,C061,Digital Marketing — Lecture 10: Case Study,365,10
CONT00561,C061,Digital Marketing — Lecture 11: Deep Dive,3416,11
CONT00562,C062,Data Structures — Lecture 1: Overview,1219,1
CONT00563,C062,Data Structures — Lecture 2: Exercise,3057,2
CONT00564,C062,Data Structures — Lecture 3: Examples,3248,3
CONT00565,C062,Data Structures — Lecture 4: Examples,2632,4
CONT00566,C062,Data Structures — Lecture 5: Overview,1432,5
CONT00567,C062,Data Structures — Lecture 6: Overview,2320,6
CONT00568,C062,Data Structures — Lecture 7: Summary,1882,7
CONT00569,C062,Data Structures — Lecture 8: Exercise,2162,8
CONT00570,C062,Data Structures — Lecture 9: Exercise,962,9
CONT00571,C063,Entrepreneurship — Lecture 1: Summary,3452,1
CONT00572,C063,Entrepreneurship — Lecture 2: Examples,688,2
CONT00573,C063,Entrepreneurship — Lecture 3: Case Study,1531,3
CONT00574,C063,Entrepreneurship — Lecture 4: Case Study,910,4
CONT00575,C063,Entrepreneurship — Lecture 5: Exercise,2540,5
CONT00576,C063,Entrepreneurship — Lecture 6: Case Study,1334,6
CONT00577,C063,Entrepreneurship — Lecture 7: Examples,2735,7
CONT00578,C063,Entrepreneurship — Lecture 8: Overview,305,8
CONT00579,C063,Entrepreneurship — Lecture 9: Case Study,443,9
CONT00580,C063,Entrepreneurship — Lecture 10: Examples,1410,10
CONT00581,C064,Algorithms — Lecture 1: Case Study,419,1
CONT00582,C064,Algorithms — Lecture 2: Summary,526,2
CONT00583,C064,Algorithms — Lecture 3: Summary,3578,3
CONT00584,C064,Algorithms — Lecture 4: Summary,2920,4
CONT00585,C064,Algorithms — Lecture 5: Deep Dive,3103,5
CONT00586,C064,Algorithms — Lecture 6: Deep Dive,599,6
CONT00587,C064,Algorithms — Lecture 7: Examples,3423,7
CONT00588,C064,Algorithms — Lecture 8: Deep Dive,3238,8
CONT00589,C065,Microeconomics — Lecture 1: Examples,2152,1
CONT00590,C065,Microeconomics — Lecture 2: Exercise,3160,2
CONT00591,C065,Microeconomics — Lecture 3: Case Study,1255,3
CONT00592,C065,Microeconomics — Lecture 4: Summary,3278,4
CONT00593,C065,Microeconomics — Lecture 5: Summary,998,5
CONT00594,C065,Microeconomics — Lecture 6: Exercise,2518,6
CONT00595,C066,Entrepreneurship — Lecture 1: Overview,352,1
CONT00596,C066,Entrepreneurship — Lecture 2: Case Study,3575,2
CONT00597,C066,Entrepreneurship — Lecture 3: Exercise,2458,3
CONT00598,C066,Entrepreneurship — Lecture 4: Overview,505,4
CONT00599,C066,Entrepreneurship — Lecture 5: Examples,1321,5
CONT00600,C066,Entrepreneurship — Lecture 6: Overview,2952,6
CONT00601,C067,Cloud Computing — Lecture 1: Exercise,2042,1
CONT00602,C067,Cloud Computing — Lecture 2: Deep Dive,3488,2
CONT00603,C067,Cloud Computing — Lecture 3: Summary,1171,3
CONT00604,C067,Cloud Computing — Lecture 4: Examples,3262,4
CONT00605,C067,Cloud Computing — Lecture 5: Summary,2015,5
CONT00606,C067,Cloud Computing — Lecture 6: Case Study,1958,6
CONT00607,C067,Cloud Computing — Lecture 7: Deep Dive,565,7
CONT00608,C067,Cloud Computing — Lecture 8: Overview,1815,8
CONT00609,C067,Cloud Computing — Lecture 9: Overview,2547,9
CONT00610,C067,Cloud Computing — Lecture 10: Overview,1802,10
CONT00611,C067,Cloud Computing — Lecture 11: Summary,3150,11
CONT00612,C067,Cloud Computing — Lecture 12: Case Study,1037,12
CONT00613,C068,Calculus II — Lecture 1: Deep Dive,2896,1
CONT00614,C068,Calculus II — Lecture 2: Case Study,692,2
CONT00615,C068,Calculus II — Lecture 3: Examples,2539,3
CONT00616,C068,Calculus II — Lecture 4: Deep Dive,1786,4
CONT00617,C068,Calculus II — Lecture 5: Exercise,3578,5
CONT00618,C068,Calculus II — Lecture 6: Case Study,626,6
CONT00619,C068,Calculus II — Lecture 7: Case Study,2315,7
CONT00620,C068,Calculus II — Lecture 8: Overview,2626,8
CONT00621,C069,Web Development — Lecture 1: Summary,2729,1
CONT00622,C069,Web Development — Lecture 2: Overview,2758,2
CONT00623,C069,Web Development — Lecture 3: Exercise,2489,3
CONT00624,C069,Web Development — Lecture 4: Case Study,1498,4
CONT00625,C069,Web Development — Lecture 5: Deep Dive,660,5
CONT00626,C069,Web Development — Lecture 6: Case Study,1896,6
CONT00627,C070,Statistics — Lecture 1: Overview,1280,1
CONT00628,C070,Statistics — Lecture 2: Case Study,1708,2
CONT00629,C070,Statistics — Lecture 3: Exercise,3579,3
CONT00630,C070,Statistics — Lecture 4: Exercise,947,4
CONT00631,C070,Statistics — Lecture 5: Exercise,892,5
CONT00632,C070,Statistics — Lecture 6: Examples,1891,6
CONT00633,C070,Statistics — Lecture 7: Case Study,966,7
CONT00634,C070,Statistics — Lecture 8: Exercise,715,8
CONT00635,C070,Statistics — Lecture 9: Overview,881,9
CONT00636,C070,Statistics — Lecture 10: Exercise,1055,10
CONT00637,C070,Statistics — Lecture 11: Examples,1029,11
CONT00638,C071,Thermodynamics — Lecture 1: Summary,3360,1
CONT00639,C071,Thermodynamics — Lecture 2: Deep Dive,659,2
CONT00640,C071,Thermodynamics — Lecture 3: Examples,680,3
CONT00641,C071,Thermodynamics — Lecture 4: Overview,1196,4
CONT00642,C071,Thermodynamics — Lecture 5: Overview,1006,5
CONT00643,C071,Thermodynamics — Lecture 6: Case Study,909,6
CONT00644,C071,Thermodynamics — Lecture 7: Overview,533,7
CONT00645,C072,Game Design — Lecture 1: Exercise,2970,1
CONT00646,C072,Game Design — Lecture 2: Deep Dive,520,2
CONT00647,C072,Game Design — Lecture 3: Case Study,2420,3
CONT00648,C072,Game Design — Lecture 4: Overview,2864,4
CONT00649,C072,Game Design — Lecture 5: Deep Dive,367,5
CONT00650,C072,Game Design — Lecture 6: Overview,2519,6
CONT00651,C072,Game Design — Lecture 7: Summary,2076,7
CONT00652,C072,Game Design — Lecture 8: Summary,745,8
CONT00653,C073,Cell Biology — Lecture 1: Examples,1008,1
CONT00654,C073,Cell Biology — Lecture 2: Deep Dive,2246,2
CONT00655,C073,Cell Biology — Lecture 3: Examples,1775,3
CONT00656,C073,Cell Biology — Lecture 4: Summary,2706,4
CONT00657,C073,Cell Biology — Lecture 5: Summary,503,5
CONT00658,C073,Cell Biology — Lecture 6: Summary,829,6
CONT00659,C073,Cell Biology — Lecture 7: Case Study,2443,7
CONT00660,C073,Cell Biology — Lecture 8: Exercise,3318,8
CONT00661,C073,Cell Biology — Lecture 9: Overview,920,9
CONT00662,C073,Cell Biology — Lecture 10: Exercise,2706,10
CONT00663,C074,Databases — Lecture 1: Examples,3586,1
CONT00664,C074,Databases — Lecture 2: Summary,1692,2
CONT00665,C074,Databases — Lecture 3: Case Study,925,3
CONT00666,C074,Databases — Lecture 4: Exercise,1125,4
CONT00667,C074,Databases — Lecture 5: Summary,1178,5
CONT00668,C074,Databases — Lecture 6: Summary,3258,6
CONT00669,C074,Databases — Lecture 7: Examples,1342,7
CONT00670,C075,Data Structures — Lecture 1: Summary,1373,1
CONT00671,C075,Data Structures — Lecture 2: Examples,1888,2
CONT00672,C075,Data Structures — Lecture 3: Case Study,976,3
CONT00673,C075,Data Structures — Lecture 4: Overview,1471,4
CONT00674,C075,Data Structures — Lecture 5: Overview,2937,5
CONT00675,C075,Data Structures — Lecture 6: Case Study,2713,6
CONT00676,C075,Data Structures — Lecture 7: Deep Dive,2061,7
CONT00677,C075,Data Structures — Lecture 8: Examples,2145,8
CONT00678,C075,Data Structures — Lecture 9: Summary,2848,9
CONT00679,C075,Data Structures — Lecture 10: Summary,1727,10
CONT00680,C075,Data Structures — Lecture 11: Examples,3010,11
CONT00681,C076,Data Structures — Lecture 1: Examples,937,1
CONT00682,C076,Data Structures — Lecture 2: Deep Dive,3181,2
CONT00683,C076,Data Structures — Lecture 3: Summary,3158,3
CONT00684,C076,Data Structures — Lecture 4: Summary,3107,4
CONT00685,C076,Data Structures — Lecture 5: Examples,1073,5
CONT00686,C076,Data Structures — Lecture 6: Overview,1145,6
CONT00687,C077,Network Fundamentals — Lecture 1: Exercise,1401,1
CONT00688,C077,Network Fundamentals — Lecture 2: Overview,1999,2
CONT00689,C077,Network Fundamentals — Lecture 3: Summary,996,3
CONT00690,C077,Network Fundamentals — Lecture 4: Summary,3341,4
CONT00691,C077,Network Fundamentals — Lecture 5: Examples,740,5
CONT00692,C077,Network Fundamentals — Lecture 6: Exercise,795,6
CONT00693,C077,Network Fundamentals — Lecture 7: Deep Dive,3177,7
CONT00694,C077,Network Fundamentals — Lecture 8: Case Study,2885,8
CONT00695,C077,Network Fundamentals — Lecture 9: Deep Dive,3018,9
CONT00696,C077,Network Fundamentals — Lecture 10: Deep Dive,2099,10
CONT00697,C077,Network Fundamentals — Lecture 11: Examples,2439,11
CONT00698,C078,Game Design — Lecture 1: Overview,3106,1
CONT00699,C078,Game Design — Lecture 2: Deep Dive,776,2
CONT00700,C078,Game Design — Lecture 3: Examples,494,3
CONT00701,C078,Game Design — Lecture 4: Overview,864,4
CONT00702,C078,Game Design — Lecture 5: Overview,2322,5
CONT00703,C078,Game Design — Lecture 6: Examples,1103,6
CONT00704,C079,Microeconomics — Lecture 1: Exercise,444,1
CONT00705,C079,Microeconomics — Lecture 2: Case Study,3043,2
CONT00706,C079,Microeconomics — Lecture 3: Deep Dive,2730,3
CONT00707,C079,Microeconomics — Lecture 4: Examples,1291,4
CONT00708,C079,Microeconomics — Lecture 5: Case Study,1340,5
CONT00709,C079,Microeconomics — Lecture 6: Deep Dive,384,6
CONT00710,C079,Microeconomics — Lecture 7: Examples,1529,7
CONT00711,C079,Microeconomics — Lecture 8: Overview,3377,8
CONT00712,C080,English Literature — Lecture 1: Deep Dive,3373,1
CONT00713,C080,English Literature — Lecture 2: Examples,1734,2
CONT00714,C080,English Literature — Lecture 3: Overview,1608,3
CONT00715,C080,English Literature — Lecture 4: Overview,550,4
CONT00716,C080,English Literature — Lecture 5: Examples,605,5
CONT00717,C080,English Literature — Lecture 6: Examples,1940,6
CONT00718,C080,English Literature — Lecture 7: Deep Dive,1801,7
CONT00719,C080,English Literature — Lecture 8: Case Study,2562,8
CONT00720,C080,English Literature — Lecture 9: Summary,3365,9
CONT00721,C080,English Literature — Lecture 10: Summary,2879,10
CONT00722,C080,English Literature — Lecture 11: Summary,737,11
CONT00723,C080,English Literature — Lecture 12: Examples,3093,12
CONT00724,C081,Business Management — Lecture 1: Examples,2528,1
CONT00725,C081,Business Management — Lecture 2: Exercise,3241,2
CONT00726,C081,Business Management — Lecture 3: Deep Dive,1313,3
CONT00727,C081,Business Management — Lecture 4: Summary,1835,4
CONT00728,C081,Business Management — Lecture 5: Case Study,2453,5
CONT00729,C081,Business Management — Lecture 6: Deep Dive,2889,6
CONT00730,C081,Business Management — Lecture 7: Overview,601,7
CONT00731,C081,Business Management — Lecture 8: Examples,1910,8
CONT00732,C081,Business Management — Lecture 9: Case Study,810,9
CONT00733,C081,Business Management — Lecture 10: Case Study,2246,10
CONT00734,C082,Microeconomics — Lecture 1: Summary,302,1
CONT00735,C082,Microeconomics — Lecture 2: Exercise,2613,2
CONT00736,C082,Microeconomics — Lecture 3: Deep Dive,592,3
CONT00737,C082,Microeconomics — Lecture 4: Deep Dive,361,4
CONT00738,C082,Microeconomics — Lecture 5: Deep Dive,1204,5
CONT00739,C082,Microeconomics — Lecture 6: Summary,425,6
CONT00740,C082,Microeconomics — Lecture 7: Case Study,1680,7
CONT00741,C082,Microeconomics — Lecture 8: Examples,3263,8
CONT00742,C082,Microeconomics — Lecture 9: Overview,1779,9
CONT00743,C082,Microeconomics — Lecture 10: Deep Dive,3412,10
CONT00744,C082,Microeconomics — Lecture 11: Exercise,1717,11
CONT00745,C082,Microeconomics — Lecture 12: Examples,3329,12
CONT00746,C083,Artificial Intelligence — Lecture 1: Overview,2215,1
CONT00747,C083,Artificial Intelligence — Lecture 2: Examples,1066,2
CONT00748,C083,Artificial Intelligence — Lecture 3: Exercise,2951,3
CONT00749,C083,Artificial Intelligence — Lecture 4: Case Study,904,4
CONT00750,C083,Artificial Intelligence — Lecture 5: Examples,976,5
CONT00751,C083,Artificial Intelligence — Lecture 6: Case Study,1088,6
CONT00752,C083,Artificial Intelligence — Lecture 7: Case Study,958,7
CONT00753,C083,Artificial Intelligence — Lecture 8: Exercise,3113,8
CONT00754,C083,Artificial Intelligence — Lecture 9: Overview,2126,9
CONT00755,C083,Artificial Intelligence — Lecture 10: Exercise,2437,10
CONT00756,C083,Artificial Intelligence — Lecture 11: Deep Dive,3295,11
CONT00757,C084,Calculus II — Lecture 1: Case Study,2112,1
CONT00758,C084,Calculus II — Lecture 2: Overview,2368,2
CONT00759,C084,Calculus II — Lecture 3: Examples,572,3
CONT00760,C084,Calculus II — Lecture 4: Deep Dive,2711,4
CONT00761,C084,Calculus II — Lecture 5: Deep Dive,2366,5
CONT00762,C084,Calculus II — Lecture 6: Case Study,2317,6
CONT00763,C084,Calculus II — Lecture 7: Overview,2704,7
CONT00764,C084,Calculus II — Lecture 8: Examples,838,8
CONT00765,C085,English Literature — Lecture 1: Deep Dive,1783,1
CONT00766,C085,English Literature — Lecture 2: Case Study,2818,2
CONT00767,C085,English Literature — Lecture 3: Overview,1835,3
CONT00768,C085,English Literature — Lecture 4: Case Study,3529,4
CONT00769,C085,English Literature — Lecture 5: Exercise,2447,5
CONT00770,C085,English Literature — Lecture 6: Deep Dive,1479,6
CONT00771,C085,English Literature — Lecture 7: Summary,3107,7
CONT00772,C086,Cell Biology — Lecture 1: Examples,1236,1
CONT00773,C086,Cell Biology — Lecture 2: Examples,388,2
CONT00774,C086,Cell Biology — Lecture 3: Examples,1527,3
CONT00775,C086,Cell Biology — Lecture 4: Summary,457,4
CONT00776,C086,Cell Biology — Lecture 5: Case Study,536,5
CONT00777,C086,Cell Biology — Lecture 6: Exercise,424,6
CONT00778,C087,Thermodynamics — Lecture 1: Exercise,3385,1
CONT00779,C087,Thermodynamics — Lecture 2: Exercise,1130,2
CONT00780,C087,Thermodynamics — Lecture 3: Case Study,395,3
CONT00781,C087,Thermodynamics — Lecture 4: Overview,975,4
CONT00782,C087,Thermodynamics — Lecture 5: Exercise,766,5
CONT00783,C087,Thermodynamics — Lecture 6: Case Study,2679,6
CONT00784,C087,Thermodynamics — Lecture 7: Deep Dive,1557,7
CONT00785,C087,Thermodynamics — Lecture 8: Case Study,627,8
CONT00786,C087,Thermodynamics — Lecture 9: Examples,2774,9
CONT00787,C088,Cybersecurity Basics — Lecture 1: Exercise,362,1
CONT00788,C088,Cybersecurity Basics — Lecture 2: Examples,1777,2
CONT00789,C088,Cybersecurity Basics — Lecture 3: Case Study,482,3
CONT00790,C088,Cybersecurity Basics — Lecture 4: Summary,2440,4
CONT00791,C088,Cybersecurity Basics — Lecture 5: Deep Dive,1569,5
CONT00792,C088,Cybersecurity Basics — Lecture 6: Exercise,3053,6
CONT00793,C088,Cybersecurity Basics — Lecture 7: Exercise,985,7
CONT00794,C088,Cybersecurity Basics — Lecture 8: Case Study,3279,8
CONT00795,C088,Cybersecurity Basics — Lecture 9: Case Study,3160,9
CONT00796,C088,Cybersecurity Basics — Lecture 10: Deep Dive,2781,10
CONT00797,C088,Cybersecurity Basics — Lecture 11: Summary,825,11
CONT00798,C089,Photography — Lecture 1: Overview,3070,1
CONT00799,C089,Photography — Lecture 2: Case Study,366,2
CONT00800,C089,Photography — Lecture 3: Exercise,1505,3
CONT00801,C089,Photography — Lecture 4: Exercise,3283,4
CONT00802,C089,Photography — Lecture 5: Exercise,448,5
CONT00803,C089,Photography — Lecture 6: Overview,875,6
CONT00804,C089,Photography — Lecture 7: Summary,3559,7
CONT00805,C089,Photography — Lecture 8: Overview,1472,8
CONT00806,C090,Financial Accounting — Lecture 1: Case Study,1229,1
CONT00807,C090,Financial Accounting — Lecture 2: Overview,2962,2
CONT00808,C090,Financial Accounting — Lecture 3: Exercise,1235,3
CONT00809,C090,Financial Accounting — Lecture 4: Exercise,3594,4
CONT00810,C090,Financial Accounting — Lecture 5: Deep Dive,626,5
CONT00811,C090,Financial Accounting — Lecture 6: Deep Dive,1161,6
CONT00812,C090,Financial Accounting — Lecture 7: Deep Dive,1227,7
CONT00813,C090,Financial Accounting — Lecture 8: Examples,1435,8
CONT00814,C090,Financial Accounting — Lecture 9: Exercise,1395,9
CONT00815,C091,Python Programming — Lecture 1: Overview,1592,1
CONT00816,C091,Python Programming — Lecture 2: Overview,2777,2
CONT00817,C091,Python Programming — Lecture 3: Overview,2248,3
CONT00818,C091,Python Programming — Lecture 4: Deep Dive,1780,4
CONT00819,C091,Python Programming — Lecture 5: Exercise,2122,5
CONT00820,C091,Python Programming — Lecture 6: Summary,2736,6
CONT00821,C091,Python Programming — Lecture 7: Examples,2400,7
CONT00822,C091,Python Programming — Lecture 8: Deep Dive,403,8
CONT00823,C091,Python Programming — Lecture 9: Case Study,2673,9
CONT00824,C091,Python Programming — Lecture 10: Deep Dive,2576,10
CONT00825,C091,Python Programming — Lecture 11: Summary,1697,11
CONT00826,C092,Game Design — Lecture 1: Deep Dive,3136,1
CONT00827,C092,Game Design — Lecture 2: Examples,1428,2
CONT00828,C092,Game Design — Lecture 3: Deep Dive,1683,3
CONT00829,C092,Game Design — Lecture 4: Examples,2223,4
CONT00830,C092,Game Design — Lecture 5: Examples,1339,5
CONT00831,C092,Game Design — Lecture 6: Summary,3488,6
CONT00832,C092,Game Design — Lecture 7: Examples,552,7
CONT00833,C092,Game Design — Lecture 8: Examples,1726,8
CONT00834,C092,Game Design — Lecture 9: Exercise,3314,9
CONT00835,C092,Game Design — Lecture 10: Deep Dive,3490,10
CONT00836,C092,Game Design — Lecture 11: Summary,2518,11
CONT00837,C093,Data Structures — Lecture 1: Summary,1198,1
CONT00838,C093,Data Structures — Lecture 2: Examples,2540,2
CONT00839,C093,Data Structures — Lecture 3: Summary,2963,3
CONT00840,C093,Data Structures — Lecture 4: Exercise,578,4
CONT00841,C093,Data Structures — Lecture 5: Overview,2640,5
CONT00842,C093,Data Structures — Lecture 6: Deep Dive,612,6
CONT00843,C094,Databases — Lecture 1: Summary,2478,1
CONT00844,C094,Databases — Lecture 2: Exercise,828,2
CONT00845,C094,Databases — Lecture 3: Overview,502,3
CONT00846,C094,Databases — Lecture 4: Summary,3254,4
CONT00847,C094,Databases — Lecture 5: Deep Dive,3262,5
CONT00848,C094,Databases — Lecture 6: Exercise,2999,6
CONT00849,C094,Databases — Lecture 7: Overview,805,7
CONT00850,C094,Databases — Lecture 8: Summary,2243,8
CONT00851,C094,Databases — Lecture 9: Summary,631,9
CONT00852,C095,Thermodynamics — Lecture 1: Exercise,1119,1
CONT00853,C095,Thermodynamics — Lecture 2: Exercise,1653,2
CONT00854,C095,Thermodynamics — Lecture 3: Overview,3324,3
CONT00855,C095,Thermodynamics — Lecture 4: Case Study,2923,4
CONT00856,C095,Thermodynamics — Lecture 5: Case Study,2522,5
CONT00857,C095,Thermodynamics — Lecture 6: Examples,1768,6
CONT00858,C095,Thermodynamics — Lecture 7: Summary,811,7
CONT00859,C095,Thermodynamics — Lecture 8: Exercise,380,8
CONT00860,C095,Thermodynamics — Lecture 9: Exercise,3352,9
