enrollment_id,user_id,course_id,enrollment_date,status,progress_percent
E005426,S2284,C068,2022-06-16,in_progress,91
E005427,S4373,C006,2022-08-13,enrolled,81
E005428,S2668,C109,2025-02-05,enrolled,83
E005429,S0744,C123,2024-09-26,enrolled,76
E005430,S0278,C132,2021-11-27,completed,89
E005431,S3963,C003,2024-12-29,enrolled,48
E005432,S0377,C127,2025-09-07,in_progress,64
E005433,S4894,C165,2025-06-22,in_progress,58
E005434,S2741,C112,2025-04-12,enrolled,42
E005435,S4813,C133,2025-09-16,enrolled,49
E005436,S4906,C182,2023-05-29,enrolled,13
E005437,S4092,C171,2025-01-29,completed,79
E005438,S1131,C096,2023-08-07,enrolled,64
E005439,S0118,C116,2024-04-18,enrolled,78
E005440,S3135,C022,2025-03-28,enrolled,87
E005441,S1139,C077,2023-12-18,enrolled,7
E005442,S0967,C154,2024-02-22,completed,83
E005443,S0191,C089,2024-03-29,in_progress,13
E005444,S3544,C088,2020-12-28,enrolled,89
E005445,S2026,C193,2025-09-23,enrolled,25
E005446,S0845,C048,2023-05-22,dropped,37
E005447,S1724,C104,2021-10-10,in_progress,26
E005448,S3407,C139,2025-08-12,completed,38
E005449,S2146,C072,2023-10-02,completed,2
E005450,S2679,C151,2023-08-31,enrolled,65
E005451,S3434,C132,2025-04-20,enrolled,77
E005452,S1084,C072,2023-12-07,enrolled,71
E005453,S4282,C061,2022-08-24,enrolled,90
E005454,S3965,C105,2023-07-14,in_progress,39
E005455,S3048,C090,2022-03-21,in_progress,64
E005456,S4448,C166,2025-05-30,in_progress,18
E005457,S4033,C021,2025-05-22,enrolled,26
E005458,S3156,C076,2025-05-24,enrolled,52
E005459,S2686,C069,2024-05-26,enrolled,64
E005460,S2566,C008,2024-10-05,in_progress,71
E005461,S0764,C175,2024-02-25,enrolled,71
E005462,S1514,C075,2025-04-22,completed,31
E005463,S0057,C135,2024-03-22,enrolled,100
E005464,S0363,C077,2023-03-24,enrolled,97
E005465,S2870,C200,2025-01-27,enrolled,61
E005466,S4478,C083,2022-12-20,enrolled,29
E005467,S1773,C192,2022-01-21,in_progress,48
E005468,S0619,C091,2024-10-11,enrolled,69
E005469,S1948,C176,2025-02-27,enrolled,59
E005470,S2736,C123,2025-10-24,dropped,39
E005471,S4688,C186,2024-12-01,completed,50
E005472,S4156,C101,2023-07-31,dropped,44
E005473,S0015,C036,2022-05-07,in_progress,54
E005474,S3133,C115,2025-03-08,enrolled,40
E005475,S2748,C151,2025-06-10,enrolled,62
E005476,S0660,C033,2023-06-01,enrolled,22
E005477,S4103,C121,2023-04-22,enrolled,34
E005478,S4315,C004,2023-09-02,enrolled,68
E005479,S2871,C198,2025-10-10,completed,38
E005480,S4876,C112,2024-02-21,enrolled,69
E005481,S4110,C087,2025-07-10,enrolled,29
E005482,S1975,C165,2025-09-08,dropped,13
E005483,S1067,C022,2025-04-29,enrolled,56
E005484,S1680,C051,2023-03-21,in_progress,62
E005485,S4451,C088,2025-09-24,in_progress,79
E005486,S1100,C008,2025-10-18,enrolled,10
E005487,S3915,C122,2024-04-06,enrolled,89
E005488,S1277,C157,2023-06-10,enrolled,34
E005489,S4111,C166,2025-07-30,completed,93
E005490,S0277,C041,2025-09-26,enrolled,17
E005491,S4579,C001,2025-07-24,enrolled,79
E005492,S2463,C007,2024-08-28,completed,7
E005493,S2254,C078,2022-11-13,enrolled,83
E005494,S2062,C123,2025-08-04,completed,38
E005495,S1314,C110,2024-06-16,in_progress,55
E005496,S1862,C196,2023-10-09,enrolled,24
E005497,S1343,C161,2025-10-12,enrolled,19
E005498,S2711,C094,2024-06-03,dropped,24
E005499,S3013,C173,2025-04-05,enrolled,71
E005500,S2562,C025,2023-06-13,in_progress,71
E005501,S2068,C062,2024-09-26,completed,31
E005502,S3559,C035,2025-10-24,enrolled,88
E005503,S4376,C185,2025-03-23,in_progress,7
E005504,S4799,C161,2024-11-02,in_progress,28
E005505,S4875,C169,2024-07-13,enrolled,73
E005506,S4884,C112,2025-04-11,in_progress,49
E005507,S3419,C042,2025-04-23,in_progress,76
E005508,S1195,C063,2024-01-11,dropped,7
E005509,S4613,C069,2023-08-08,enrolled,39
E005510,S3335,C010,2025-01-24,in_progress,85
E005511,S1192,C015,2024-04-22,completed,88
E005512,S4313,C133,2024-06-09,in_progress,4
E005513,S0422,C115,2024-11-05,enrolled,48
E005514,S1255,C071,2025-06-26,enrolled,65
E005515,S0653,C066,2024-07-28,enrolled,23
E005516,S0458,C044,2025-05-22,in_progress,27
E005517,S2477,C060,2025-03-23,enrolled,33
E005518,S0104,C105,2023-11-12,enrolled,0
E005519,S1667,C026,2024-12-20,in_progress,0
E005520,S0827,C009,2025-06-02,enrolled,40
E005521,S2402,C020,2023-02-10,in_progress,91
E005522,S0136,C106,2023-11-21,enrolled,16
E005523,S0306,C006,2025-02-13,enrolled,13
E005524,S2806,C085,2025-04-05,in_progress,49
E005525,S4334,C042,2025-10-26,completed,20
E005526,S2585,C022,2025-05-30,completed,82
E005527,S0971,C125,2024-11-11,enrolled,76
E005528,S3972,C159,2025-01-19,completed,70
E005529,S3874,C120,2025-04-10,in_progress,61
E005530,S0350,C187,2025-10-22,in_progress,50
E005531,S0443,C197,2024-03-18,in_progress,91
E005532,S4319,C051,2025-10-05,enrolled,3
E005533,S2589,C076,2025-06-25,enrolled,31
E005534,S1401,C017,2022-11-05,in_progress,22
E005535,S2350,C055,2022-02-10,enrolled,8
E005536,S3243,C136,2024-08-23,completed,72
E005537,S2895,C066,2025-09-27,completed,75
E005538,S0859,C005,2024-06-19,enrolled,12
E005539,S0991,C084,2023-11-17,enrolled,52
E005540,S0322,C184,2025-01-17,in_progress,30
E005541,S1994,C009,2025-08-06,enrolled,43
E005542,S0831,C101,2025-09-15,dropped,1
E005543,S1196,C092,2025-08-18,enrolled,68
E005544,S1058,C157,2022-01-03,in_progress,13
E005545,S0970,C013,2022-11-05,enrolled,85
E005546,S1208,C181,2025-08-07,completed,48
E005547,S3440,C008,2021-10-20,in_progress,51
E005548,S2253,C001,2024-09-29,in_progress,24
E005549,S2303,C157,2025-08-29,dropped,40
E005550,S4529,C091,2024-09-03,completed,29
E005551,S1232,C137,2023-10-28,enrolled,39
E005552,S3925,C122,2024-10-26,enrolled,81
E005553,S3285,C003,2025-10-24,in_progress,90
E005554,S4020,C055,2023-05-13,completed,64
E005555,S1847,C031,2025-10-15,in_progress,56
E005556,S3587,C058,2025-02-10,completed,13
E005557,S3685,C041,2024-02-14,enrolled,97
E005558,S2698,C067,2023-09-11,completed,63
E005559,S3633,C188,2025-08-01,completed,9
E005560,S0414,C027,2022-12-01,completed,26
E005561,S0047,C072,2024-02-14,in_progress,37
E005562,S2260,C060,2023-04-16,enrolled,43
E005563,S4969,C164,2025-09-09,in_progress,64
E005564,S2522,C033,2022-09-24,completed,35
E005565,S2672,C198,2025-08-24,completed,24
E005566,S3934,C029,2024-02-08,enrolled,8
E005567,S4725,C176,2021-06-09,enrolled,19
E005568,S1540,C182,2025-06-02,enrolled,19
E005569,S0185,C027,2024-11-11,enrolled,85
E005570,S0698,C106,2025-04-08,completed,56
E005571,S2683,C013,2025-05-01,completed,70
E005572,S4061,C172,2025-10-04,completed,39
E005573,S2320,C095,2023-12-08,in_progress,2
E005574,S4690,C053,2022-05-06,enrolled,70
E005575,S2202,C189,2022-11-24,enrolled,56
E005576,S2862,C055,2024-09-08,completed,80
E005577,S3767,C163,2025-04-09,in_progress,42
E005578,S1106,C142,2021-01-13,completed,14
E005579,S2868,C072,2022-08-25,completed,86
E005580,S2067,C162,2023-11-22,in_progress,77
E005581,S0014,C188,2024-11-01,enrolled,47
E005582,S4167,C180,2025-05-02,enrolled,68
E005583,S0016,C175,2025-10-25,enrolled,46
E005584,S0776,C182,2025-01-11,in_progress,52
E005585,S2394,C058,2025-09-03,enrolled,58
E005586,S0673,C021,2024-01-02,in_progress,82
E005587,S0003,C121,2025-02-02,in_progress,81
E005588,S2395,C162,2024-08-25,completed,4
E005589,S1545,C185,2025-08-31,completed,20
E005590,S1244,C089,2025-10-01,dropped,50
E005591,S3109,C185,2023-10-21,completed,90
E005592,S2724,C174,2025-05-20,in_progress,99
E005593,S3327,C143,2024-12-17,enrolled,47
E005594,S4838,C047,2024-04-20,completed,30
E005595,S4943,C155,2021-03-18,completed,2
E005596,S4858,C132,2023-04-29,dropped,9
E005597,S3482,C009,2023-09-04,completed,37
E005598,S2552,C024,2025-09-22,completed,46
E005599,S2360,C077,2023-06-10,enrolled,24
E005600,S0009,C051,2025-03-15,completed,85
E005601,S0875,C088,2025-07-21,enrolled,6
E005602,S4046,C129,2021-12-03,dropped,33
E005603,S4052,C057,2025-04-14,enrolled,72
E005604,S3991,C109,2025-07-26,in_progress,9
E005605,S4756,C109,2024-08-15,enrolled,81
E005606,S1182,C197,2024-07-11,in_progress,96
E005607,S1218,C053,2024-07-08,in_progress,63
E005608,S3679,C184,2022-08-24,completed,49
E005609,S1720,C098,2025-07-06,completed,98
E005610,S0074,C103,2025-10-07,enrolled,35
E005611,S3423,C126,2024-12-28,enrolled,97
E005612,S4202,C104,2024-03-23,enrolled,12
E005613,S2851,C154,2025-01-04,enrolled,42
E005614,S3224,C198,2025-07-14,enrolled,56
E005615,S4264,C094,2024-12-14,completed,43
E005616,S2072,C107,2025-06-28,in_progress,77
E005617,S1401,C110,2021-10-01,in_progress,78
E005618,S4696,C050,2023-08-09,in_progress,81
E005619,S0821,C166,2024-11-17,completed,23
E005620,S3052,C092,2025-08-18,in_progress,46
E005621,S1055,C119,2022-12-23,dropped,22
E005622,S0898,C175,2022-08-28,enrolled,92
E005623,S3697,C141,2025-08-12,enrolled,29
E005624,S0389,C036,2025-02-07,enrolled,39
E005625,S2788,C026,2022-06-03,enrolled,49
E005626,S1040,C190,2025-06-02,enrolled,63
E005627,S2786,C048,2025-09-21,completed,51
E005628,S2251,C145,2025-04-11,in_progress,41
E005629,S2857,C165,2025-07-16,completed,85
E005630,S4549,C144,2023-07-18,completed,31
E005631,S4439,C061,2025-10-02,enrolled,73
E005632,S4950,C144,2024-09-12,in_progress,63
E005633,S0548,C020,2025-10-24,enrolled,15
E005634,S1792,C110,2021-12-10,enrolled,59
E005635,S3087,C049,2022-10-25,enrolled,13
E005636,S1513,C113,2023-10-21,enrolled,33
E005637,S4459,C002,2024-01-01,in_progress,92
E005638,S1927,C071,2025-02-16,in_progress,68
E005639,S4115,C145,2025-02-10,completed,80
E005640,S3594,C186,2022-05-20,enrolled,3
E005641,S3065,C100,2025-10-23,enrolled,59
E005642,S3455,C150,2025-10-16,completed,19
E005643,S3375,C038,2025-02-14,completed,20
E005644,S1326,C007,2025-06-23,completed,75
E005645,S0212,C055,2023-06-20,enrolled,22
E005646,S3627,C025,2025-09-01,in_progress,67
E005647,S2958,C183,2025-07-30,completed,98
E005648,S3827,C105,2023-02-08,completed,95
E005649,S0380,C030,2024-06-12,completed,48
E005650,S2477,C120,2025-05-03,in_progress,45
E005651,S0039,C168,2024-01-26,dropped,20
E005652,S3313,C072,2022-01-04,enrolled,42
E005653,S1514,C026,2024-12-30,enrolled,44
E005654,S0258,C016,2025-04-15,in_progress,0
E005655,S0281,C174,2025-10-03,in_progress,81
E005656,S1284,C075,2023-09-30,enrolled,59
E005657,S2880,C064,2022-04-13,enrolled,24
E005658,S3387,C004,2023-03-12,enrolled,41
E005659,S0111,C198,2024-09-26,enrolled,22
E005660,S4150,C001,2022-07-02,enrolled,23
E005661,S0142,C162,2024-09-20,enrolled,13
E005662,S2594,C194,2025-08-05,in_progress,32
E005663,S4933,C112,2024-02-29,in_progress,97
E005664,S0355,C162,2022-02-03,in_progress,89
E005665,S0101,C131,2024-03-13,enrolled,60
E005666,S1790,C113,2023-10-21,enrolled,44
E005667,S2300,C097,2024-11-11,completed,34
E005668,S2477,C199,2025-03-29,enrolled,23
E005669,S0727,C071,2024-08-04,in_progress,12
E005670,S1276,C167,2025-06-20,in_progress,56
E005671,S3416,C032,2025-10-01,completed,15
E005672,S2841,C098,2024-05-30,enrolled,10
E005673,S0116,C138,2024-10-15,enrolled,5
E005674,S0840,C026,2025-01-26,enrolled,53
E005675,S3823,C115,2022-09-10,enrolled,19
E005676,S3261,C141,2024-08-07,completed,63
E005677,S2841,C156,2025-02-12,in_progress,18
E005678,S1952,C097,2025-07-25,completed,90
E005679,S1581,C108,2024-11-20,enrolled,99
E005680,S1794,C054,2024-10-13,completed,37
E005681,S4459,C047,2023-01-09,enrolled,95
E005682,S1585,C118,2024-12-06,enrolled,86
E005683,S4354,C094,2023-09-24,completed,3
E005684,S0419,C007,2025-03-28,enrolled,40
E005685,S1485,C175,2022-05-20,enrolled,5
E005686,S0834,C048,2022-10-02,completed,39
E005687,S1003,C101,2025-07-15,in_progress,31
E005688,S3454,C076,2024-07-31,enrolled,88
E005689,S3773,C037,2024-03-12,enrolled,53
E005690,S2916,C093,2025-05-11,enrolled,59
E005691,S1313,C050,2025-06-19,enrolled,77
E005692,S2456,C185,2025-08-20,in_progress,12
E005693,S2885,C199,2024-11-24,in_progress,24
E005694,S3275,C131,2022-10-29,completed,10
E005695,S3459,C175,2024-12-22,enrolled,6
E005696,S3264,C153,2023-09-25,completed,79
E005697,S4985,C040,2024-10-31,in_progress,55
E005698,S4010,C061,2024-12-21,enrolled,16
E005699,S1289,C167,2023-11-22,completed,49
E005700,S3136,C132,2024-03-16,enrolled,71
E005701,S4869,C052,2025-04-10,in_progress,7
E005702,S1872,C171,2025-09-09,enrolled,76
E005703,S3394,C200,2025-05-21,enrolled,38
E005704,S2337,C109,2024-10-26,in_progress,73
E005705,S2551,C149,2022-12-29,enrolled,59
E005706,S1497,C135,2025-05-20,in_progress,24
E005707,S2650,C025,2024-03-03,enrolled,77
E005708,S1248,C082,2023-12-26,completed,53
E005709,S0210,C043,2023-01-05,dropped,14
E005710,S2748,C040,2025-05-12,in_progress,31
E005711,S4995,C131,2024-07-30,completed,88
E005712,S1086,C184,2024-10-30,enrolled,83
E005713,S3621,C055,2024-10-20,enrolled,65
E005714,S2484,C055,2025-04-28,enrolled,79
E005715,S4816,C096,2025-08-19,enrolled,94
E005716,S0860,C110,2024-09-23,enrolled,42
E005717,S4800,C060,2024-11-08,enrolled,19
E005718,S3497,C058,2023-09-09,enrolled,58
E005719,S3206,C186,2025-04-28,in_progress,97
E005720,S0798,C082,2024-01-29,completed,9
E005721,S2254,C099,2024-01-31,in_progress,84
E005722,S0619,C165,2025-09-23,completed,97
E005723,S3356,C099,2023-08-06,completed,45
E005724,S4206,C132,2023-01-28,in_progress,77
E005725,S0165,C193,2025-09-24,in_progress,15
E005726,S1376,C063,2025-09-21,dropped,22
E005727,S2970,C080,2025-06-26,enrolled,22
E005728,S0460,C125,2023-05-13,in_progress,25
E005729,S4209,C186,2023-02-10,enrolled,69
E005730,S1736,C003,2023-02-12,completed,74
E005731,S4130,C018,2025-10-23,completed,78
E005732,S1144,C154,2023-01-24,enrolled,44
E005733,S3012,C075,2025-02-19,enrolled,1
E005734,S2153,C045,2025-07-16,dropped,34
E005735,S0335,C053,2024-07-21,enrolled,95
E005736,S0875,C080,2025-05-28,completed,76
E005737,S4521,C199,2025-02-17,enrolled,47
E005738,S0179,C010,2025-04-17,enrolled,63
E005739,S4837,C103,2024-08-28,completed,52
E005740,S3137,C010,2024-09-03,enrolled,60
E005741,S2278,C168,2022-10-02,completed,60
E005742,S1757,C068,2025-07-20,enrolled,59
E005743,S2179,C141,2023-09-19,enrolled,26
E005744,S3433,C045,2023-03-04,enrolled,80
E005745,S4465,C187,2025-01-20,in_progress,46
E005746,S2862,C087,2022-10-12,enrolled,57
E005747,S2016,C157,2025-04-15,completed,19
E005748,S0325,C074,2023-05-16,dropped,11
E005749,S0166,C105,2023-01-03,completed,47
E005750,S3397,C091,2025-06-05,in_progress,82
E005751,S4804,C102,2025-06-30,completed,70
E005752,S1877,C051,2025-04-19,completed,92
E005753,S1260,C179,2023-01-28,enrolled,3
E005754,S3317,C020,2025-08-07,enrolled,66
E005755,S2510,C008,2025-09-18,completed,66
E005756,S3507,C183,2025-09-17,enrolled,31
E005757,S3837,C098,2025-06-09,in_progress,74
E005758,S3867,C034,2025-09-10,enrolled,44
E005759,S1183,C125,2025-08-03,in_progress,26
E005760,S2568,C089,2021-07-31,completed,21
E005761,S2045,C127,2025-05-05,dropped,6
E005762,S4698,C139,2025-05-30,enrolled,67
E005763,S2856,C192,2025-09-09,enrolled,81
E005764,S0980,C010,2024-10-14,completed,31
E005765,S0149,C186,2022-08-28,completed,33
E005766,S3922,C084,2024-06-09,completed,38
E005767,S1013,C071,2025-09-04,dropped,28
E005768,S0016,C181,2025-09-17,enrolled,69
E005769,S1339,C124,2025-07-07,in_progress,93
E005770,S4767,C047,2021-12-31,completed,1
E005771,S3606,C071,2025-05-03,completed,26
E005772,S0729,C131,2025-03-26,completed,72
E005773,S1998,C003,2025-10-01,enrolled,23
E005774,S0286,C181,2025-10-15,enrolled,66
E005775,S0286,C067,2025-10-06,enrolled,14
E005776,S4759,C065,2023-03-22,dropped,15
E005777,S2685,C152,2025-08-03,completed,72
E005778,S4286,C011,2025-06-15,in_progress,60
E005779,S4245,C141,2025-03-12,completed,0
E005780,S2682,C022,2025-02-26,enrolled,57
E005781,S1089,C077,2024-10-07,enrolled,68
E005782,S4600,C083,2025-06-13,completed,77
E005783,S1583,C196,2024-10-26,in_progress,1
E005784,S2595,C162,2025-08-11,enrolled,15
E005785,S4114,C006,2024-01-14,enrolled,68
E005786,S4064,C184,2024-11-14,completed,67
E005787,S3321,C099,2024-09-16,in_progress,50
E005788,S1638,C129,2024-07-30,completed,89
E005789,S1585,C004,2021-06-04,enrolled,77
E005790,S2636,C097,2022-08-04,enrolled,77
E005791,S4948,C098,2025-10-19,completed,93
E005792,S2780,C008,2025-06-14,completed,76
E005793,S2490,C189,2025-05-23,enrolled,48
E005794,S0061,C116,2025-07-12,enrolled,80
E005795,S1224,C008,2025-03-11,in_progress,75
E005796,S2932,C194,2022-08-02,enrolled,7
E005797,S1186,C161,2022-11-03,enrolled,23
E005798,S1005,C122,2022-04-18,enrolled,72
E005799,S3338,C058,2025-04-19,in_progress,38
E005800,S2241,C178,2022-10-31,completed,19
E005801,S0540,C185,2024-10-05,in_progress,5
E005802,S3439,C113,2024-04-14,enrolled,17
E005803,S0973,C113,2025-10-03,completed,3
E005804,S3899,C035,2025-04-09,in_progress,31
E005805,S2580,C070,2023-03-11,enrolled,24
E005806,S4112,C123,2025-02-02,in_progress,42
E005807,S1048,C165,2024-11-11,enrolled,66
E005808,S2704,C166,2025-05-12,dropped,48
E005809,S1537,C069,2024-02-07,enrolled,75
E005810,S0425,C122,2025-06-09,enrolled,63
E005811,S0226,C184,2022-12-16,enrolled,4
E005812,S0425,C050,2024-09-28,enrolled,8
E005813,S1441,C020,2022-12-13,completed,89
E005814,S0106,C149,2025-06-22,in_progress,80
E005815,S3514,C065,2024-05-25,enrolled,38
E005816,S4625,C017,2024-07-16,enrolled,15
E005817,S0703,C127,2025-02-02,completed,23
E005818,S2145,C162,2025-10-17,in_progress,61
E005819,S0349,C195,2025-10-24,completed,98
E005820,S3068,C181,2025-10-01,completed,49
E005821,S2722,C114,2025-07-16,dropped,27
E005822,S2892,C160,2025-07-13,enrolled,50
E005823,S3335,C194,2022-10-23,completed,31
E005824,S3122,C150,2025-05-14,enrolled,14
E005825,S0882,C091,2025-10-24,enrolled,8
E005826,S4400,C017,2024-11-06,in_progress,13
E005827,S0153,C120,2024-04-27,in_progress,56
E005828,S0391,C022,2025-10-02,enrolled,50
E005829,S3929,C097,2023-07-03,enrolled,41
E005830,S2238,C174,2025-02-05,completed,19
E005831,S1884,C184,2025-08-12,in_progress,35
E005832,S4262,C035,2025-06-13,enrolled,48
E005833,S1432,C175,2024-10-03,completed,90
E005834,S2584,C011,2025-03-04,enrolled,72
E005835,S2180,C152,2021-06-12,enrolled,9
E005836,S4216,C179,2025-10-19,in_progress,98
E005837,S1374,C053,2023-10-19,enrolled,21
E005838,S0418,C160,2025-06-16,enrolled,65
E005839,S1983,C190,2025-05-02,completed,31
E005840,S2922,C080,2025-09-14,completed,39
E005841,S4890,C062,2022-08-27,enrolled,49
E005842,S2383,C096,2023-05-23,completed,58
E005843,S0391,C177,2025-10-16,enrolled,64
E005844,S3510,C090,2025-07-26,enrolled,70
E005845,S0765,C152,2024-12-13,dropped,34
E005846,S3616,C069,2025-05-15,enrolled,38
E005847,S2976,C038,2025-03-03,in_progress,33
E005848,S2515,C108,2025-07-25,in_progress,6
E005849,S3963,C142,2025-05-13,in_progress,46
E005850,S4686,C162,2024-09-12,in_progress,81
E005851,S2526,C056,2025-08-29,in_progress,94
E005852,S1044,C175,2025-03-10,in_progress,19
E005853,S0689,C149,2025-09-06,completed,61
E005854,S0018,C184,2024-03-09,completed,1
E005855,S3385,C054,2022-09-25,in_progress,34
E005856,S2350,C084,2024-03-21,enrolled,41
E005857,S3433,C132,2025-08-29,enrolled,58
E005858,S4744,C159,2025-07-27,in_progress,100
E005859,S3532,C047,2023-08-22,in_progress,29
E005860,S3618,C100,2025-09-19,in_progress,19
E005861,S1997,C092,2024-07-20,completed,9
E005862,S0719,C100,2022-12-08,enrolled,85
E005863,S0265,C066,2025-06-23,enrolled,40
E005864,S1745,C004,2024-05-30,in_progress,77
E005865,S2503,C060,2024-08-09,completed,50
E005866,S4198,C144,2025-05-10,in_progress,50
E005867,S3058,C062,2025-02-08,in_progress,62
E005868,S0671,C199,2025-10-27,dropped,47
E005869,S0772,C079,2025-09-13,enrolled,62
E005870,S1340,C006,2024-11-21,enrolled,49
E005871,S3592,C014,2025-01-20,enrolled,89
E005872,S0676,C108,2023-07-21,enrolled,48
E005873,S4790,C127,2024-04-22,enrolled,78
E005874,S1182,C106,2023-10-15,completed,66
E005875,S4309,C071,2025-09-30,in_progress,37
E005876,S3219,C180,2020-12-01,completed,70
E005877,S4898,C115,2025-10-23,in_progress,11
E005878,S3289,C049,2025-05-05,enrolled,86
E005879,S0539,C185,2024-06-12,enrolled,83
E005880,S2851,C021,2025-03-13,completed,71
E005881,S4046,C134,2021-02-02,enrolled,85
E005882,S2741,C054,2025-08-02,in_progress,26
E005883,S2965,C102,2025-07-17,enrolled,57
E005884,S0447,C026,2024-06-02,in_progress,49
E005885,S4808,C076,2023-04-05,in_progress,49
E005886,S1994,C024,2025-06-10,completed,25
E005887,S1770,C111,2025-08-25,enrolled,98
E005888,S2876,C028,2025-02-06,enrolled,18
E005889,S3553,C059,2025-02-02,in_progress,88
E005890,S2572,C140,2025-06-03,completed,72
E005891,S3017,C050,2024-02-10,completed,4
E005892,S3271,C055,2024-10-18,in_progress,64
E005893,S0279,C101,2025-01-06,enrolled,51
E005894,S0901,C071,2025-04-10,enrolled,46
E005895,S0829,C031,2022-09-28,enrolled,6
E005896,S4686,C178,2024-10-14,in_progress,84
E005897,S4979,C082,2023-09-23,in_progress,15
E005898,S4674,C163,2024-11-17,in_progress,57
E005899,S3886,C190,2025-03-05,enrolled,58
E005900,S3595,C021,2025-09-26,enrolled,78
E005901,S1552,C107,2024-11-27,enrolled,11
E005902,S2366,C186,2024-03-26,in_progress,61
E005903,S4920,C090,2025-07-14,enrolled,31
E005904,S4492,C116,2025-07-24,enrolled,74
E005905,S1426,C062,2025-06-05,in_progress,76
E005906,S2754,C090,2025-04-09,in_progress,18
E005907,S1269,C197,2025-08-20,completed,93
E005908,S3581,C081,2024-05-28,completed,94
E005909,S3629,C179,2024-08-24,enrolled,6
E005910,S1229,C200,2025-04-13,in_progress,32
E005911,S3012,C092,2025-05-20,in_progress,58
E005912,S2502,C142,2025-07-04,enrolled,73
E005913,S1652,C099,2025-09-04,completed,22
E005914,S3861,C022,2025-07-25,enrolled,10
E005915,S4700,C145,2024-01-16,in_progress,95
E005916,S3681,C087,2025-03-18,completed,22
E005917,S0961,C108,2025-10-14,enrolled,41
E005918,S4055,C017,2025-09-29,enrolled,76
E005919,S0694,C070,2025-09-01,in_progress,57
E005920,S4654,C160,2025-08-26,in_progress,0
E005921,S3496,C088,2024-11-15,enrolled,18
E005922,S2372,C097,2025-07-12,completed,1
E005923,S0450,C178,2022-08-08,dropped,18
E005924,S1666,C080,2024-04-05,in_progress,80
E005925,S3275,C142,2022-04-19,in_progress,95
E005926,S0495,C167,2025-04-25,enrolled,23
E005927,S0190,C075,2025-04-11,enrolled,44
E005928,S1984,C052,2025-08-16,enrolled,71
E005929,S1654,C195,2025-06-14,in_progress,82
E005930,S0079,C070,2025-04-20,enrolled,84
E005931,S0061,C159,2025-08-19,in_progress,58
E005932,S0484,C049,2024-05-29,completed,26
E005933,S1804,C080,2024-12-04,completed,9
E005934,S1338,C175,2022-10-20,in_progress,17
E005935,S3500,C151,2025-05-27,enrolled,60
E005936,S0290,C122,2025-04-02,enrolled,35
E005937,S3695,C028,2024-01-06,in_progress,3
E005938,S0329,C176,2025-10-26,enrolled,21
E005939,S0232,C139,2025-06-20,in_progress,99
E005940,S1030,C171,2021-06-05,dropped,19
E005941,S3646,C018,2024-01-08,enrolled,67
E005942,S4188,C193,2021-05-30,enrolled,9
E005943,S2314,C188,2024-05-06,in_progress,16
E005944,S0661,C196,2024-09-10,in_progress,88
E005945,S0283,C025,2024-11-14,enrolled,4
E005946,S1763,C072,2025-05-03,enrolled,100
E005947,S1032,C109,2024-08-31,completed,9
E005948,S2107,C190,2023-05-02,completed,90
E005949,S4171,C189,2025-02-16,enrolled,59
E005950,S3806,C095,2025-08-13,completed,91
E005951,S3961,C027,2025-04-17,in_progress,84
E005952,S4971,C091,2025-09-05,completed,33
E005953,S3335,C116,2025-03-23,in_progress,23
E005954,S4462,C083,2022-08-28,dropped,48
E005955,S2257,C180,2024-10-08,enrolled,91
E005956,S3249,C008,2022-12-15,in_progress,2
E005957,S3454,C023,2022-12-07,completed,82
E005958,S2985,C119,2025-06-03,enrolled,70
E005959,S2243,C122,2024-11-09,enrolled,66
E005960,S1465,C099,2024-04-02,in_progress,49
E005961,S0522,C131,2025-07-10,in_progress,4
E005962,S0839,C132,2022-11-20,completed,39
E005963,S3666,C131,2024-08-13,enrolled,34
E005964,S1746,C124,2024-08-02,enrolled,31
E005965,S4166,C185,2022-09-08,in_progress,51
E005966,S3050,C090,2025-10-27,in_progress,39
E005967,S0670,C171,2024-04-25,completed,48
E005968,S1341,C025,2023-07-01,enrolled,51
E005969,S1153,C177,2024-06-05,completed,44
E005970,S0129,C190,2025-07-07,in_progress,20
E005971,S4316,C076,2024-05-10,in_progress,15
E005972,S2239,C101,2023-12-01,completed,84
E005973,S4558,C025,2025-07-25,dropped,24
E005974,S2231,C199,2022-09-07,enrolled,60
E005975,S3144,C146,2025-05-16,enrolled,83
E005976,S0843,C106,2024-12-19,completed,13
E005977,S0401,C017,2024-05-23,in_progress,100
E005978,S0203,C193,2025-09-30,in_progress,36
E005979,S1341,C110,2022-12-28,completed,56
E005980,S2523,C033,2023-03-23,completed,7
E005981,S3778,C130,2025-08-19,enrolled,2
E005982,S2166,C050,2025-06-15,in_progress,34
E005983,S3805,C017,2024-09-27,in_progress,80
E005984,S0632,C127,2024-12-25,in_progress,97
E005985,S4757,C098,2023-09-18,enrolled,2
E005986,S1821,C045,2023-10-06,in_progress,51
E005987,S4807,C160,2025-04-02,enrolled,69
E005988,S1651,C128,2025-06-13,completed,68
E005989,S2552,C031,2025-02-20,completed,31
E005990,S3423,C194,2025-10-02,dropped,49
E005991,S4166,C055,2024-11-20,completed,44
E005992,S0509,C093,2024-12-16,completed,84
E005993,S2899,C032,2024-06-28,enrolled,37
E005994,S1281,C066,2023-04-06,in_progress,9
E005995,S0934,C131,2024-11-05,enrolled,98
E005996,S0136,C190,2024-09-02,enrolled,39
